Referencia Product,Descripción,COSTE,Referencia Proveed,Código Proveedor,Nombre Proveedor,Códig Familia,Nombre Familia,Fecha Alta,Bajo pedido,STOCK
AC-001833,BATERIA 48V 4PzV 440 WIIQ,"4.395,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,27-07-15,bajo pedido,
AC-001834,CARGADOR TC3LT MODULAR IQ 24/36/48 7KW,"1.387,500",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,27-07-15,bajo pedido,
AC-001910,BATERIA 48V 12 XFC 440,"5.075,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,09-09-15,bajo pedido,
AC-002037,BATERIA 24V 5PZS 450 AX,"1.397,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,28-10-15,bajo pedido,
AC-002038,CARGADOR TC1LT MODULAR 24V 2KW AX,"913,250",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,28-10-15,bajo pedido,
AC-003130,BATERIA 48V 4PZS 420 AX + BK,"2.554,500",48V 4PZS 420 BK+AX,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,20-11-15,bajo pedido,
AC-003138,CARGADOR IMPAQ NI3-HL-4YT,"1.227,778",NI3-HL-4YT,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,24-11-15,bajo pedido,
AC-003157,BATERIA 24V 6PZS 300 +AX+SMART BLINKY,"1.176,667",24V 6PZS 300,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,30-11-15,bajo pedido,
AC-003158,CARGADOR TC1LT MODULAR 24V 2KW,"550,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,30-11-15,bajo pedido,
AC-003268,BATERIA 80V 8PZS 1240,"7.990,000",80 V 8 PZS 1240,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,22-12-15,bajo pedido,
AC-003269,CARGADOR TSE80/180,"1.525,000",TSE80/180,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,-  -,bajo pedido,
AC-003347,Conector aire batería en T 10/6/10,"0,336",10108T161,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,28-01-16,bajo pedido,
AC-003348,Conector aire batería  macho agua 10x14 gris,"4,512",101072025,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,28-01-16,bajo pedido,
AC-003349,Conector aire batería Reducción de 10 a 6,"0,384",101031134,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,28-01-16,bajo pedido,
AC-003432,BATERIA 48V 6PzS 480 AX + Smart Blinky,"2.976,980",48V 6PZS 480 AX+SB,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,07-03-16,bajo pedido,
AC-003463,BATERIA 80V 10PzS 1250,"10.368,600",80V 10PZS 1250,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,16-03-16,bajo pedido,
AC-003472,BATERIA 48V 9 XFC 375,"4.583,030",48V 9 XFC 375,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,17-03-16,bajo pedido,
AC-003485,CARGADOR TC3LT MODULAR 48V 3.5KW AX,"1.540,000",TC3TL 48V 3.5KW AX,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,04-04-16,bajo pedido,
AC-003622,BATERÍA 12 XFC 158 (monobloc),"420,000",12 XFC 158,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,01-06-16,bajo pedido,
AC-003623,TC1LT MODULAR 24 V 1 KW XFC,"195,000",TC1LT 24V 1KW XFC,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,01-06-16,bajo pedido,
AC-003630,BATERIA 48V 10PzS 600 AX+ SBK,"4.135,000",48V10PZS600AX+SBK,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,06-06-16,bajo pedido,
AC-003631,CARGADOR TC3LT MODULAR IQ 24/36/48 7KW+AX,"1.566,250",TC3LT24/48V7KW+AX,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,06-06-16,bajo pedido,
AC-003632,BATERIA 80V 18 XFC 750,"11.150,000",80V 8XFC 750,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,06-06-16,bajo pedido,
AC-003633,CARGADOR LIFESPEED IQ 28KW XFC,"4.200,000",LIFESPEED IQ 28KW,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,06-06-16,bajo pedido,
AC-003903,Bateria NEXSYS/XFC 48V 15XFC 410,"4.825,480",48V 15XFC 410,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,19-10-16,bajo pedido,
AC-003904,"CARGADOR NEXSYS + TC3LT MODULAR 24/36/48 V 10,5 KW","1.675,000",TC3LT24/36/4810.5,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,19-10-16,bajo pedido,
AC-003919,BATERIA 48V 4PZS 420 AX + Smart Blinky,"2.758,410",48V 4PZS 420 AX+SB,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,15-12-16,bajo pedido,
AC-003929,SISTEMA DE RELLENADO + BIDON 20L,"90,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00029,ACCESORIOS,20-12-16,bajo pedido,
AC-003930,BATERIA 48V 6PzS 480 AX + BK,"2.682,000",48V 6PZS 480 AX+BK,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,20-12-16,bajo pedido,
AC-003943,"CARGADOR TC3 NEXSYS + IQ M4  24v 10,5KW","1.795,000",TC3NXIQM424V10.5KW,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,23-12-16,bajo pedido,
AC-003982,BATERIA 36V 4PzS 420 +AX+BK,"2.081,300",36V 4PZS 420+AX+BK,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,16-01-17,bajo pedido,
AC-003983,CARGADOR TC1LT MODULAR 36/48 V 2 KW+AX,"878,000",TC1LT 36/48V2KW+AX,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,16-01-17,bajo pedido,
AC-004000,"BATERIA 48V 18 XFC 390 (incl cable, conector, LVA y WIIQ)","5.303,640",48V 18XFC 390,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,19-01-17,bajo pedido,
AC-004078,Batería 36V 3x(2x158) 316AH5,"2.775,000",36V 316AH,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,14-02-17,bajo pedido,
AC-004079,Cargador TC3 IQ 36V 7KW,"1.450,000",TC3 IQ 36V 7KW,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,14-02-17,bajo pedido,
AC-004174,"BATERIA 48V 18 XFC 492 (incl cable, conector, LVA y WIIQ)","5.684,490",48V 18XFC 492,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,14-03-17,bajo pedido,
AC-004393,BATERIA 48 v 6 PzS 750+AX+BK,"3.650,000",48V6 PZS 750+AX+BK,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,28-04-17,bajo pedido,
AC-004500,BATERIA 48V 4PZS 560 AX+BK 810X512X735,"3.279,000",48V 4PZS 560 AX+BK,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,08-06-17,bajo pedido,
AC-004575,BATERÍA 24V 12 NXS 90 (monobloc),"730,000",12 NXS 90,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,06-07-17,bajo pedido,
AC-004576,CARGADOR BAT TC1 LT MODULAR 24V 1 KW CURVA NXS,"224,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,06-07-17,bajo pedido,
AC-004592,BATERIA 48V 5 PzS 525+AX+BK,"3.175,000",48V5PZS 525+AX+BK,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,10-07-17,bajo pedido,
AC-004593,TC3LT MODULAR 24/36/48V 7 KW +AX,"1.575,000",TC3LT24/36/48 7KW,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,10-07-17,bajo pedido,
AC-004627,BATERIA 48V 12 XFC 440 (3 COFRES X 16V),"5.225,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,24-07-17,bajo pedido,
AC-000580,TRAMEX 930x2152 CON RECORTE,"193,950",,003140,"ENTRAMADOS DELTA, S.L.",00008,MONTAJES,30-11-11,bajo pedido,
AC-000581,TRAMEX 748x2152,"141,800",,003140,"ENTRAMADOS DELTA, S.L.",00008,MONTAJES,30-11-11,bajo pedido,
AC-000582,TRAMEX 930x1374,"112,550",,003140,"ENTRAMADOS DELTA, S.L.",00008,MONTAJES,30-11-11,bajo pedido,
AC-000583,TRAMEX 748x1374,"90,550",,003140,"ENTRAMADOS DELTA, S.L.",00008,MONTAJES,30-11-11,bajo pedido,
AC-004509,TRAMEX LxW=1.500x1000 30X3 Ø5 (S-235 JR),"30,390",,003140,"ENTRAMADOS DELTA, S.L.",00008,MONTAJES,14-06-17,bajo pedido,
AC-004510,TRAMEX 1400x1000 30x2 10x2 (S-235 JR),"35,170",,003140,"ENTRAMADOS DELTA, S.L.",00008,MONTAJES,15-06-17,bajo pedido,
AC-000883,CABEZA ARTICULACION TAPR 30 U GAS,"12,900",TAPR 30 U GAS,003210,"EPIDOR, S.A.",00007,MECANICA,31-01-13,bajo pedido,
AC-003791,Anillo VA-250,"9,750",VA250,003210,"EPIDOR, S.A.",00008,MONTAJES,29-08-16,bajo pedido,
AC-003872,Anillo VA-1200,"108,450",VA1200,003210,"EPIDOR, S.A.",00008,MONTAJES,11-10-16,bajo pedido,
AC-004135,ANILLO EN V VRING 055 VA 53X58 (60NBR),"0,340",769136,003210,"EPIDOR, S.A.",00004,HIDRAULICA,06-03-17,bajo pedido,
AC-004136,ANILLO-VA85 VRING 085 VA 83X88 (60NBR) 187843,"0,500",187843,003210,"EPIDOR, S.A.",00004,HIDRAULICA,06-03-17,bajo pedido,
AC-004137,ANILLO LABIO EN V VRING 095 VA 95 (NBR000) 326847,"0,750",326847,003210,"EPIDOR, S.A.",00004,HIDRAULICA,06-03-17,bajo pedido,
AC-004281,RETÉN AS 190 x 220 x 12 (NBR100),"9,380",54563,003210,"EPIDOR, S.A.",00004,HIDRAULICA,05-04-17,bajo pedido,
AC-004283,RETÉN AS 190 x 230 x 16 (NBR000),"8,120",214449,003210,"EPIDOR, S.A.",00004,HIDRAULICA,05-04-17,bajo pedido,
AC-004284,RETÉN A 220 x 260 x 16 (NBR100),"9,200",345133,003210,"EPIDOR, S.A.",00004,HIDRAULICA,05-04-17,bajo pedido,
AC-004285,JUNTA TÓRICA ORING 295 x 2 (70NBR) Black,"2,100",181120,003210,"EPIDOR, S.A.",00004,HIDRAULICA,05-04-17,bajo pedido,
AC-004286,JUNTA TÓRICA ORING 82 x 2 (70NBR),"0,390",678854,003210,"EPIDOR, S.A.",00004,HIDRAULICA,05-04-17,bajo pedido,
AC-004287,"JUNTA TÓRICA ORING 48 x 4,50 (70NBR)","0,250",146931,003210,"EPIDOR, S.A.",00004,HIDRAULICA,05-04-17,bajo pedido,
AC-004288,JUNTA QUADRIN XRING 33 X 3.5 NBR,"0,830",,003210,"EPIDOR, S.A.",00004,HIDRAULICA,05-04-17,bajo pedido,
AC-004289,JUNTA TÓRICA ORING 300 x 6 (70NBR),"1,490",428428,003210,"EPIDOR, S.A.",00004,HIDRAULICA,05-04-17,bajo pedido,
AC-004514,"JUNTA TÓRICA ORING 30 X 1,5 (NBR70)","0,150",651.851,003210,"EPIDOR, S.A.",00004,HIDRAULICA,16-06-17,bajo pedido,
AC-004526,ANILLO VRING 220 VA 220 (NBR000),"8,440",513994,003210,"EPIDOR, S.A.",00004,HIDRAULICA,19-06-17,bajo pedido,
AC-004527,"JUNTA TÓRICA ORING 80 x 2,50 (70NBR)","0,590",694745,003210,"EPIDOR, S.A.",00004,HIDRAULICA,19-06-17,bajo pedido,
AC-000018,VALVULA PROPORCIONAL NG10 EQUIBERTMA,"0,000",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,29-01-10,bajo pedido,
AC-000020,MATERIAL HIDRAULICO DTA-6236,"2.044,500",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,03-02-10,bajo pedido,
AC-000592,FILTRO ASPIRACION-RETORNO E-084,"126,970",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,13-12-11,bajo pedido,
AC-000689,CONJUNTO PROPORCIONAL NG6 2X VALV PROPORCIONAL HYTOS + ANTIRETORNO PILOT ELECTR 24 V,"446,500",495,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,20-03-12,bajo pedido,
AC-000735,PLACA BASE SEG + VENTING,"217,855",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,11-05-12,bajo pedido,
AC-000736,DEPOSITO ACEITE COMPLETO CON FILTRO,"331,810",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,11-05-12,bajo pedido,
AC-000737,FILTRO DE ACEITE DE RETORNO  25MIC,"49,970","STM-FR-3/4"" R-2510",003007,EQUIBERTMA S.L.,00004,HIDRAULICA,11-05-12,bajo pedido,
AC-000751,MINICENTRAL 1xPROPORCIONAL + 1xSTANDAR,"598,000",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,18-05-12,bajo pedido,
AC-001047,VALVULA PROPORCIONAL PRM2-063 Z11 + BGP 0638/2,"509,850",PRM2-063 Z11 + BGP,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,02-10-13,bajo pedido,
AC-001367,MINICENTRAL DTA-6843,"236,030",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,11-09-14,bajo pedido,
AC-001491,BLOQUE 4xPROP.+4xANTIRRET.+4xBYPASS.+LIMIT.+MAN.,"0,000",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,25-11-14,bajo pedido,
AC-001528,VALVULA PROPORCIONAL PRM2-063-Z11-15-24,"153,638",EV059,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,04-12-14,bajo pedido,
AC-001550,CONJUNTO PROPORCIONAL NG06 + VENTING + VALVULA SEGURIDAD,"305,268",36116,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,08-01-15,bajo pedido,
AC-001667,BLOQUE/2 PROPOR.NG6+PLACA BASE,"447,740",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,14-04-15,bajo pedido,
AC-001668,PLACA BASE SEG+VENTING,"234,190",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,14-04-15,bajo pedido,
AC-001669,ANTIRRETORNO ELECTRICO NA,"63,329",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,14-04-15,bajo pedido,
AC-001670,PLACA BASE+ELECTROVALVULA,"94,410",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,14-04-15,bajo pedido,
AC-001674,BLOQUE PROPORCIONAL NG06 2 ESTACIONES CON 2 VALV. PROPORCIONALES 15L,"460,780",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,15-04-15,bajo pedido,
AC-001736,PLACA BASE+VALVULA+REGUL,"143,820",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,08-06-15,bajo pedido,
AC-001808,ANTIRRETORNO ELECTRICO BIDIR NC,"73,000",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,16-07-15,bajo pedido,
AC-001809,BLOQUE + PROPORCIONAL NG6,"212,000",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,16-07-15,bajo pedido,
AC-001908,"BLOQUE NG6 SALIDA 3/8""G 4 ESTACIONES","268,625",FB771,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,09-09-15,bajo pedido,
AC-001909,BLOQUE NG6+PROPORCIONALES+MONTAJE ANTIRRET+GRIFO,"1.888,470",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,09-09-15,bajo pedido,
AC-003246,"PLACA BASE GPDV0638 3/8""G VPP2 (350 BAR) + PROPORCIONAL PRM2-063-Z11-15-24. CONECTORES LED","309,400",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,16-12-15,bajo pedido,
AC-003247,"ANTIRRERNO ELECTRICO 24VDC 3/8""G (RETIENE EN 1 SENTIDO). CONECTOR LED","66,365",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,16-12-15,bajo pedido,
AC-003270,BLOQUE BGPS-0638-2-F2+VPP2+2PRM2-063-Z11-15-24+CONECTORES LED+GRIFO+MANOMETRO,"495,000",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,22-12-15,bajo pedido,
AC-003446,Llave Manómetro EZ020,"16,980",EZ020,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,11-03-16,bajo pedido,
AC-003480,Acumulador membrana ELM 0.75L/350B/00 FMIX25,"49,881",10931801125,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,29-03-16,bajo pedido,
AC-003704,B L O Q U E / 2 P R O P O R . N G 6 + P L A C A B A S E  32229,"488,430",32229,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,28-06-16,bajo pedido,
AC-003705,PLACA BASE SEG +VENTING 32229/1,"281,400",32229/1,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,28-06-16,bajo pedido,
AC-003706,PLACA BASE PB-GPS-0638 CON PROPORCIONAL PRM2-063-Z11-15-24 CON CONECTORES LED,"224,720",,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,28-06-16,bajo pedido,
AC-004508,Electrovalvula 24VDC NG06 2 vias paralelo cruzada con cabezal,"45,850",EV005-00 RPE3062R1,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,13-06-17,bajo pedido,
AC-004515,"Acumulador 130bar-0,75L","44,090","ELM 0,75-210/85/AF",003007,EQUIBERTMA S.L.,00004,HIDRAULICA,16-06-17,bajo pedido,
AC-004516,Brida Acumulador E114,"10,400",E114,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,16-06-17,bajo pedido,
AC-004595,Cartucho Seguridad Reg. presiónVPP2-04-S/32,"51,550",FB549-94,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,11-07-17,bajo pedido,
AC-004596,Llave manometro FT-290 FPE-1G-1/4B,"17,820",EZ010,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,11-07-17,bajo pedido,
AC-004597,"Manómetro 063-400 bar 1/4"" tras.","23,350",EZ188,003007,EQUIBERTMA S.L.,00004,HIDRAULICA,11-07-17,bajo pedido,
AC-003112,CAN Repeater IXXAT,"180,000",101.006.444.000,003417,"ER-SOFT, S.A.",00005,ELECTRICIDAD,17-11-15,bajo pedido,
AC-003931,CANbridge  1.01.0121.22020,"289,000",101.012.122.020,003417,"ER-SOFT, S.A.",00005,ELECTRICIDAD,20-12-16,bajo pedido,
AC-000615,FOCO HALOGENO PARA CBINA CHORRO LF 750-V 2 A-QT-DE,"161,200",,003148,ERSO-indulux Wäller GmbH & Co.,00005,ELECTRICIDAD,02-02-12,bajo pedido,
AC-000616,LAMPARA HALOGENA PARA FOCO CHORRO 750W R7s,"3,680",8064,003148,ERSO-indulux Wäller GmbH & Co.,00005,ELECTRICIDAD,02-02-12,bajo pedido,
AC-003295,"SILENCIADOR S/PLANO 680-906-000  82,SD,17,89","178,000","82,SD,17,89",000655,ESCAPES DURAMAS S.A.,00007,MECANICA,12-01-16,bajo pedido,
AC-003525,TUBO SALIDA DE SILENCIADOR DE 7680 mm,"36,600",82,000655,ESCAPES DURAMAS S.A.,00008,MONTAJES,18-04-16,bajo pedido,
AC-001932,DTA-6922 FERODO,"0,000",,003432,ESPECIALISTAS FRENOS,00007,MECANICA,-  -,bajo pedido,
AC-001049,MUELLE COMPRESION L=300 Di=16 Dh=2 n=40 K=0.74N/mm,"8,000",,003262,ESPIRALIA MUELLES Y RESORTES S.L.,00007,MECANICA,03-10-13,bajo pedido,
AC-001253,Armario CRN 600x400x250,"71,870",NSYCRN64250,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,14-04-14,bajo pedido,
AC-001254,Placa de montaje Baquelita 600x400,"25,690",NSYMB64,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,14-04-14,bajo pedido,
AC-001255,Perfil simétrico liso O,"1,815",O,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,14-04-14,bajo pedido,
AC-001256,Canal P/CAbl.77 PVC-M1 42x60 U23X GR,"3,306",406.077,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,14-04-14,bajo pedido,
AC-001302,MATERIAL ELÉCGTRICO DTA-6819,"175,760",,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,-  -,bajo pedido,
AC-001981,Cuerpo Pulsador Schneider - d.22 1 NA,"4,070",ZB4BZ101,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,13-10-15,bajo pedido,
AC-001982,Cabeza Selector llave Schneider - 2 posiciones d.22 negro,"19,507",ZB4BG2,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,13-10-15,bajo pedido,
AC-001983,Contacto Schneider - ZBE d.22 1NC,"1,871",ZBE102,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,13-10-15,bajo pedido,
AC-001984,Cabeza pulsador Schneider - d.22 Verde,"3,169",ZB4BA3,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,13-10-15,bajo pedido,
AC-001986,"Cabeza piloto lumminoso Schneider - d.22 redonda, azul","3,540",ZB4BV063,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,13-10-15,bajo pedido,
AC-001987,"Cabeza piloto lumminoso Schneider - d.22 redonda, rojo","3,540",ZB4BV043,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,13-10-15,bajo pedido,
AC-002011,Cuerpo piloto luminoso Schneider - ZB4 - LED azul 24V,"5,368",ZB4BVB6,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,23-10-15,bajo pedido,
AC-002012,Cuerpo piloto luminoso Schneider - ZB4 - LED rojol 24V,"5,368",ZB4BVB4,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,23-10-15,bajo pedido,
AC-002013,Cabeza piloto luminoso d.22 - azul,"3,159",ZB4BV063,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,23-10-15,bajo pedido,
AC-002014,Cabeza piloto luminoso d.22 - rojo,"3,159",ZB4BV043,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,23-10-15,bajo pedido,
AC-002015,Cabeza selector Schneider - 2 pos - d.22 negro,"5,723",ZB4BD2,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,23-10-15,bajo pedido,
AC-003005,"Pulsador con Led Schneider - d.22, Verde, retorno, resorte","15,734",XB4BW33B5,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,30-10-15,bajo pedido,
AC-003006,"Selector Schneider- d.22, 3 pos, 1NO+1NC, Led Verde, 24Vdc","30,262",XB4BK133B5,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,30-10-15,bajo pedido,
AC-003029,"Cuerpo Pulsador Schneider – d.22, 1NA+1NC","6,319",ZB4BZ105 ,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,03-11-15,bajo pedido,
AC-003030,"Cabeza Seta Emergencia Schneider – d.22, girar liberar, rojo.","16,105",ZB4BS844,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,03-11-15,bajo pedido,
AC-003122,"Cabeza Selector Llave Schneider - 2 posiciones d.22, retorno, negro","23,873",ZB4BG6,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,18-11-15,bajo pedido,
AC-003199,Cuerpo Pulsador Schneider - d.22 2 NA,"6,462",ZB4BZ103,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,04-12-15,bajo pedido,
AC-003200,"Cabeza Selector Llave Schneider - 3 posiciones d.22, fijas, negro","21,037",ZB4BG3,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,04-12-15,bajo pedido,
AC-003341,Cuerpo pulsador Schneider - Ø 22 - 2 NC,"6,462",ZB4BZ104,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,25-01-16,bajo pedido,
AC-003342,CONTRATUERCA M25X1.5 (tuerca delgada),"0,280",PEM 400.11.250,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,25-01-16,bajo pedido,
AC-003448,Caja de Registro ACERO 155x105mm  NSYDBN1510,"12,474",NSYDBN1510,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,14-03-16,bajo pedido,
AC-003479,PRENSAESTOPAS M40 Gris,"1,760",1900.M40,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,-  -,bajo pedido,
AC-003481,Tuerca Poliamida TCP M40 (Tuerca Prensaestopas M40),"0,369",40021400,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,29-03-16,bajo pedido,
AC-003487,Cartucho cinta dimo 3M,"15,421",PLV-BLK-WHT-9,003310,ESSAN SUMINISTROS ELÉCTRICOS,00029,ACCESORIOS,04-04-16,bajo pedido,
AC-003489,Conector MENNEKES 63A ref 361,"40,110",1013000039,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,05-04-16,bajo pedido,
AC-003506,Base aérea CETAC 3+Neutro+Tierra 63A,"34,785",101300039,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,07-04-16,bajo pedido,
AC-003523,TAPA CLAVIJA MENNEKES 63A/3-5P (361) 40787,"33,400",101990006,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,14-04-16,bajo pedido,
AC-003529,Cuerpo + Caberza selector llave 2 posic d22 (plástico),"7,500",SGB2EG21,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,20-04-16,bajo pedido,
AC-003531,CONTACTOR 9A 1NA/1NC 400V 50/60HZ  LCE1CD09V7,"22,423",LCE1CD09V7,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,21-04-16,bajo pedido,
AC-003532,SELECTOR 2 POS. CON LLAVE 1NO+1NC,"10,140",SSGB2EG25,003310,ESSAN SUMINISTROS ELÉCTRICOS,00005,ELECTRICIDAD,21-04-16,bajo pedido,
